"","pwsid","total_violations","dist_enf","dist_vio_type","diff_days_max"
"8756","MN1690004",2,8,1,30
"8757","MN1690011",1,4,1,30
"8758","MN1690051",2,9,1,91
"8759","MN1700016",3,15,1,91
"8760","MN1720009",7,34,2,91
"8761","MN1730061",1,6,1,91
"8762","MN1740001",1,11,1,30
"8763","MN1740006",1,5,1,90
"8764","MN1740008",5,21,1,91
"8765","MN1780003",1,2,1,371
"8766","MN1790016",1,5,1,89
"8767","MN1820009",1,7,1,29
"8768","MN1830002",1,6,1,90
"8769","MN1850006",2,8,1,91
"8770","MN1850008",1,9,1,90
"8771","MN1850011",1,5,1,91
"8772","MN1850013",8,42,1,1094
"8773","MN1850020",1,5,1,365
"8774","MN1860026",1,4,1,183
"8775","MN5020183",1,6,1,30
"8776","MN5020258",1,6,1,29
"8777","MN5020539",1,8,1,30
"8778","MN5030018",1,6,1,30
"8779","MN5030174",1,6,1,364
"8780","MN5030394",1,6,1,30
"8781","MN5030505",1,6,1,30
"8782","MN5040005",1,6,1,30
"8783","MN5040024",1,6,1,30
"8784","MN5040723",1,6,1,29
"8785","MN5050002",1,6,1,30
"8786","MN5050077",1,6,1,30
"8787","MN5050220",1,6,1,30
"8788","MN5050301",1,6,1,30
"8789","MN5050352",1,5,1,364
"8790","MN5070086",1,6,1,30
"8791","MN5070412",1,6,1,30
"8792","MN5080101",4,22,1,91
"8793","MN5090162",1,7,1,30
"8794","MN5090183",1,6,1,30
"8795","MN5100095",1,6,1,30
"8796","MN5100260",1,4,1,91
"8797","MN5110109",1,6,1,30
"8798","MN5110528",1,6,1,30
"8799","MN5110845",1,6,1,29
"8800","MN5110896",1,6,1,30
"8801","MN5111151",1,6,1,30
"8802","MN5111178",1,4,1,364
"8803","MN5120007",1,6,1,29
"8804","MN5130116",1,6,1,29
"8805","MN5130386",1,7,1,30
"8806","MN5140018",2,9,1,364
"8807","MN5140051",1,6,1,30
"8808","MN5140068",1,6,1,30
"8809","MN5140247",1,6,1,30
"8810","MN5150079",1,6,1,30
"8811","MN5160041",3,20,1,30
"8812","MN5160042",1,4,1,27
"8813","MN5160053",2,6,2,30
"8814","MN5160075",1,4,1,364
"8815","MN5160104",1,6,1,29
"8816","MN5160108",7,13,2,30
"8817","MN5160125",7,15,3,30
"8818","MN5160143",2,8,2,30
"8819","MN5160304",2,8,2,30
"8820","MN5160318",1,4,1,30
"8821","MN5160325",2,5,1,30
"8822","MN5160328",1,4,1,30
"8823","MN5160356",6,11,2,30
"8824","MN5160404",1,2,1,30
"8825","MN5160415",1,2,1,29
"8826","MN5160417",2,8,2,30
"8827","MN5160433",12,42,2,30
"8828","MN5160465",9,21,2,30
"8829","MN5160492",1,6,1,30
"8830","MN5160498",2,4,2,30
"8831","MN5180004",2,13,2,30
"8832","MN5180370",1,8,1,30
"8833","MN5180526",1,6,1,30
"8834","MN5180590",1,8,1,29
"8835","MN5180595",4,22,1,364
"8836","MN5180648",3,14,1,91
"8837","MN5180681",4,21,1,91
"8838","MN5180698",1,6,1,30
"8839","MN5180773",1,6,1,30
"8840","MN5180878",1,6,1,29
"8841","MN5180974",2,16,1,30
"8842","MN5190177",1,5,1,364
"8843","MN5190224",1,6,1,29
"8844","MN5210364",5,21,1,91
"8845","MN5210379",1,8,1,29
"8846","MN5220063",1,6,1,29
"8847","MN5230030",1,5,1,91
"8848","MN5230042",2,14,2,30
"8849","MN5230066",3,20,1,30
"8850","MN5230168",1,6,1,30
"8851","MN5240043",1,6,1,30
"8852","MN5240059",1,6,1,29
"8853","MN5240230",2,12,2,30
"8854","MN5250053",1,5,1,90
"8855","MN5270789",1,6,1,29
"8856","MN5270790",1,8,1,29
"8857","MN5271100",2,13,2,30
"8858","MN5271138",1,6,1,30
"8859","MN5280047",1,5,1,364
"8860","MN5280069",1,6,1,28
"8861","MN5290082",1,7,1,30
"8862","MN5290296",1,5,1,364
"8863","MN5300028",2,10,1,364
"8864","MN5310139",1,6,1,30
"8865","MN5310381",1,6,1,30
"8866","MN5310751",1,7,1,30
"8867","MN5310779",1,6,1,30
"8868","MN5320031",1,8,1,29
"8869","MN5340112",1,6,1,29
"8870","MN5340231",1,6,1,29
"8871","MN5360012",3,6,2,30
"8872","MN5360052",10,24,2,30
"8873","MN5360100",6,13,2,30
"8874","MN5360131",1,7,1,29
"8875","MN5360194",3,6,2,29
"8876","MN5370202",1,6,1,30
"8877","MN5380061",1,5,1,89
"8878","MN5380074",8,21,2,30
"8879","MN5380079",1,2,1,30
"8880","MN5380091",1,8,1,29
"8881","MN5380133",1,6,1,30
"8882","MN5380225",2,4,1,30
"8883","MN5380242",2,14,2,364
"8884","MN5380268",3,6,1,30
"8885","MN5390042",4,16,1,30
"8886","MN5390052",9,17,2,30
"8887","MN5390054",1,8,1,30
"8888","MN5390090",1,2,1,29
"8889","MN5390112",1,7,1,30
"8890","MN5390130",1,6,1,30
"8891","MN5400032",1,6,1,30
"8892","MN5400235",1,6,1,29
"8893","MN5400261",1,6,1,30
"8894","MN5430004",1,6,1,30
"8895","MN5450034",1,6,1,30
"8896","MN5460018",1,6,1,30
"8897","MN5480148",1,6,1,30
"8898","MN5480153",1,6,1,30
"8899","MN5480163",1,8,1,30
"8900","MN5480218",1,6,1,29
"8901","MN5480313",1,6,1,30
"8902","MN5490082",1,6,1,30
"8903","MN5490110",1,7,1,365
"8904","MN5490185",1,5,1,90
"8905","MN5490224",1,5,1,364
"8906","MN5490239",1,7,1,29
"8907","MN5490284",2,14,2,30
"8908","MN5490296",1,6,1,29
"8909","MN5490307",2,14,2,30
"8910","MN5500099",1,6,1,30
"8911","MN5520048",1,6,1,364
"8912","MN5540122",2,9,1,91
"8913","MN5550217",1,6,1,29
"8914","MN5550326",1,6,1,29
"8915","MN5550346",1,7,1,364
"8916","MN5560356",1,6,1,29
"8917","MN5560510",2,10,1,365
"8918","MN5560639",1,6,1,30
"8919","MN5560996",24,97,2,91
"8920","MN5580221",2,10,2,30
"8921","MN5610029",1,6,1,30
"8922","MN5610463",1,6,1,30
"8923","MN5610485",1,5,1,91
"8924","MN5620850",1,6,1,29
"8925","MN5640177",1,6,1,30
"8926","MN5650008",1,8,1,29
"8927","MN5660210",1,6,1,29
"8928","MN5660235",1,6,1,364
"8929","MN5660670",1,6,1,29
"8930","MN5670103",1,6,1,30
"8931","MN5690067",1,3,1,29
"8932","MN5690084",3,9,1,30
"8933","MN5690101",1,6,1,29
"8934","MN5690109",1,8,1,30
"8935","MN5690146",1,8,1,29
"8936","MN5690156",1,8,1,30
"8937","MN5690163",9,15,2,30
"8938","MN5690188",1,8,1,30
"8939","MN5690207",5,14,3,30
"8940","MN5690222",1,2,1,30
"8941","MN5690229",2,5,1,30
"8942","MN5690244",4,13,2,30
"8943","MN5690253",2,3,1,30
"8944","MN5690280",1,6,1,30
"8945","MN5690391",1,9,1,29
"8946","MN5690398",1,6,1,30
"8947","MN5690518",1,6,1,29
"8948","MN5690756",1,6,1,30
"8949","MN5690892",1,6,1,30
"8950","MN5690930",2,13,2,30
"8951","MN5690942",2,16,1,30
"8952","MN5690950",3,12,1,30
"8953","MN5690953",3,6,2,30
"8954","MN5690962",1,6,1,30
"8955","MN5690988",1,6,1,30
"8956","MN5691059",1,6,1,30
"8957","MN5691064",6,13,2,30
"8958","MN5691151",1,6,1,29
"8959","MN5691199",8,17,1,30
"8960","MN5700210",1,6,1,29
"8961","MN5700351",2,12,1,30
"8962","MN5700369",1,6,1,29
"8963","MN5700397",1,5,1,364
"8964","MN5710060",1,4,1,364
"8965","MN5710108",1,6,1,364
"8966","MN5710113",2,12,2,30
"8967","MN5710353",1,4,1,364
"8968","MN5710356",1,6,1,365
"8969","MN5710384",1,4,1,91
"8970","MN5710387",2,10,1,91
"8971","MN5730040",1,6,1,28
"8972","MN5730043",1,6,1,27
"8973","MN5730105",1,6,1,30
"8974","MN5730129",1,8,1,364
"8975","MN5730147",1,6,1,29
"8976","MN5730164",1,6,1,30
"8977","MN5730319",1,6,1,29
"8978","MN5730427",1,6,1,29
"8979","MN5730583",4,21,2,91
"8980","MN5730608",1,6,1,30
"8981","MN5730626",1,6,1,30
"8982","MN5740021",1,6,1,29
"8983","MN5740023",1,6,1,29
"8984","MN5740202",1,6,1,30
"8985","MN5740214",1,6,1,29
"8986","MN5750187",1,6,1,29
"8987","MN5750190",1,6,1,29
"8988","MN5760061",1,7,1,30
"8989","MN5770010",1,6,1,30
"8990","MN5770015",1,6,1,28
"8991","MN5770068",1,6,1,30
"8992","MN5770071",1,6,1,30
"8993","MN5770204",1,7,1,30
"8994","MN5770246",1,6,1,30
"8995","MN5770247",1,6,1,30
"8996","MN5770295",1,8,1,29
"8997","MN5780120",2,13,2,30
"8998","MN5790029",1,6,1,30
"8999","MN5790238",1,6,1,29
"9000","MN5800285",1,5,1,365
"9001","MN5810039",1,6,1,30
"9002","MN5820187",1,8,1,29
"9003","MN5820231",1,6,1,30
"9004","MN5820372",1,6,1,30
"9005","MN5820442",1,6,1,29
"9006","MN5820468",1,6,1,30
"9007","MN5820520",1,6,1,30
"9008","MN5820607",2,11,2,364
"9009","MN5830006",1,5,1,91
"9010","MN5850165",1,7,1,30
"9011","MN5850348",1,6,1,29
"9012","MN5850363",1,6,1,30
"9013","MN5850400",2,13,2,30
"9014","MN5860036",10,43,2,91
"9015","MN5860136",1,6,1,29
"9016","MN5860164",1,6,1,29
"9017","MN5860182",6,25,1,91
"9018","MN5860317",13,61,1,91
"9019","MN5860385",15,62,1,91
"9020","MO1010001",7,26,2,91
"9021","MO1010014",2,7,1,90
"9022","MO1010024",18,61,2,91
"9023","MO1010098",5,14,2,91
"9024","MO1010123",4,13,1,91
"9025","MO1010173",2,7,1,90
"9026","MO1010179",7,22,1,91
"9027","MO1010191",2,9,2,582
"9028","MO1010225",1,4,1,29
"9029","MO1010233",1,5,1,1253
"9030","MO1010254",3,10,1,91
"9031","MO1010277",4,11,1,91
"9032","MO1010301",31,96,4,91
"9033","MO1010306",3,10,1,91
"9034","MO1010320",1,4,1,30
"9035","MO1010388",1,4,1,2780
"9036","MO1010415",1,4,1,1589
"9037","MO1010425",3,8,1,91
"9038","MO1010454",2,7,1,91
"9039","MO1010464",5,19,3,2197
"9040","MO1010508",1,3,1,192
"9041","MO1010510",19,67,3,91
"9042","MO1010546",21,60,1,91
"9043","MO1010627",1,4,1,91
"9044","MO1010698",1,4,1,90
"9045","MO1010739",6,20,1,91
"9046","MO1010748",2,7,1,90
"9047","MO1010755",1,4,1,91
"9048","MO1010757",5,18,1,91
"9049","MO1010839",11,36,1,91
"9050","MO1010851",2,8,2,90
"9051","MO1010865",1,4,1,30
"9052","MO1010921",7,26,1,91
"9053","MO1021080",1,4,1,91
"9054","MO1021117",4,13,1,91
"9055","MO1021160",4,14,1,91
"9056","MO1021175",10,31,1,91
"9057","MO1021221",2,7,1,91
"9058","MO1021304",2,7,1,90
"9059","MO1024006",5,18,1,91
"9060","MO1024007",4,12,1,91
"9061","MO1024031",4,14,1,91
"9062","MO1024034",5,18,1,91
"9063","MO1024035",2,8,1,91
"9064","MO1024078",2,7,1,91
"9065","MO1024079",15,46,1,91
"9066","MO1024117",1,4,1,29
"9067","MO1024143",3,10,1,91
"9068","MO1024155",4,13,1,91
"9069","MO1024223",3,10,1,91
"9070","MO1024241",1,4,1,90
"9071","MO1024247",4,14,2,91
"9072","MO1024278",1,4,1,30
"9073","MO1024279",1,4,1,30
"9074","MO1024326",12,38,2,91
"9075","MO1024428",1,4,1,30
"9076","MO1024477",4,15,1,91
"9077","MO1024482",3,10,1,91
"9078","MO1024510",1,4,1,91
"9079","MO1031542",1,3,1,29
"9080","MO1040005",1,4,1,2740
"9081","MO1041099",1,4,1,2295
"9082","MO1041483",4,21,2,30
"9083","MO1070639",5,18,2,30
"9084","MO1212807",1,6,1,30
"9085","MO1243138",3,7,1,30
"9086","MO1272844",1,5,1,29
"9087","MO1272873",1,4,1,29
"9088","MO2010029",11,38,1,91
"9089","MO2010097",1,4,1,1483
"9090","MO2010108",1,4,1,1210
"9091","MO2010112",1,4,1,30
"9092","MO2010134",1,4,1,91
"9093","MO2010165",4,13,1,91
"9094","MO2010215",2,7,2,945
"9095","MO2010224",1,4,1,30
"9096","MO2010271",15,48,1,91
"9097","MO2010300",1,4,1,90
"9098","MO2010308",1,5,1,1706
"9099","MO2010329",2,8,1,91
"9100","MO2010344",5,16,2,91
"9101","MO2010362",4,13,1,91
"9102","MO2010420",3,11,2,91
"9103","MO2010429",3,11,2,90
"9104","MO2010438",2,8,1,799
"9105","MO2010440",4,13,1,91
"9106","MO2010452",5,16,1,91
"9107","MO2010472",2,6,1,90
"9108","MO2010479",14,45,1,91
"9109","MO2010491",2,9,2,1452
"9110","MO2010502",8,28,2,91
"9111","MO2010515",5,18,1,91
"9112","MO2010520",9,32,2,91
"9113","MO2010523",1,4,1,90
"9114","MO2010533",3,11,1,91
"9115","MO2010538",20,64,3,91
"9116","MO2010559",11,36,1,91
"9117","MO2010566",19,64,1,91
"9118","MO2010578",1,6,1,30
"9119","MO2010722",1,4,1,91
"9120","MO2010753",6,21,1,91
"9121","MO2010780",10,34,1,91
"9122","MO2010804",5,19,3,91
"9123","MO2010812",6,21,1,91
"9124","MO2024128",2,7,1,91
"9125","MO2024237",5,17,1,91
"9126","MO2024259",4,15,1,91
"9127","MO2024346",1,4,1,30
"9128","MO2024382",1,4,1,91
"9129","MO2024495",5,16,1,91
"9130","MO2024499",8,23,1,91
"9131","MO2024555",11,36,1,91
"9132","MO2024556",5,16,1,91
"9133","MO2024557",10,32,1,91
"9134","MO2036165",10,30,1,91
"9135","MO2041563",2,6,1,90
"9136","MO2041594",1,4,1,30
"9137","MO2172928",2,9,1,29
"9138","MO2243340",1,5,1,624
"9139","MO2273113",4,16,3,30
"9140","MO3010047",4,16,1,30
"9141","MO3010075",11,36,1,91
"9142","MO3010089",12,38,2,2470
"9143","MO3010115",2,7,1,30
"9144","MO3010124",1,6,1,29
"9145","MO3010155",2,6,2,1100
"9146","MO3010219",5,22,2,1277
"9147","MO3010332",1,3,1,274
"9148","MO3010386",1,4,1,30
"9149","MO3010614",1,5,1,1008
"9150","MO3010709",1,4,1,1740
"9151","MO3010720",1,5,1,29
"9152","MO3010791",1,4,1,30
"9153","MO3010831",1,6,1,30
"9154","MO3010841",1,4,1,30
"9155","MO3011121",3,13,1,30
"9156","MO3021332",14,41,1,91
"9157","MO3024090",2,7,2,2052
"9158","MO3024164",1,4,1,2058
"9159","MO3024170",20,62,1,91
"9160","MO3024395",3,10,2,1694
"9161","MO3024490",2,9,2,30
"9162","MO3024491",1,5,1,29
"9163","MO3024492",1,4,1,30
"9164","MO3031167",1,4,1,30
"9165","MO3031208",2,8,1,30
"9166","MO3031358",4,16,2,311
"9167","MO3036066",1,4,1,1889
"9168","MO3036072",2,8,2,2509
"9169","MO3036103",1,4,1,1459
"9170","MO3036133",1,4,1,30
"9171","MO3036153",2,8,1,30
"9172","MO3036363",5,15,3,216
"9173","MO3041122",1,3,1,2952
"9174","MO3041361",4,16,3,1811
"9175","MO3048043",3,18,1,30
"9176","MO3048097",3,13,2,1389
"9177","MO3048123",3,10,1,30
"9178","MO3048994",3,13,2,30
"9179","MO3071339",1,5,1,30
"9180","MO3079511",1,6,1,30
"9181","MO3100011",2,8,1,30
"9182","MO3112192",2,8,1,30
"9183","MO3142486",2,6,1,30
"9184","MO3172256",4,18,3,1299
"9185","MO3173322",1,6,1,30
"9186","MO3180610",3,12,1,30
"9187","MO3181385",1,4,1,1757
"9188","MO3190044",1,6,1,30
"9189","MO3190082",1,4,1,30
"9190","MO3190089",2,13,1,30
"9191","MO3190266",1,1,1,417
"9192","MO3190730",1,3,1,321
"9193","MO3190757",1,6,1,29
"9194","MO3190763",1,5,1,29
"9195","MO3190770",1,4,1,2493
"9196","MO3190887",2,8,2,1427
"9197","MO3190902",6,30,4,1329
"9198","MO3191371",3,15,2,30
"9199","MO3191521",2,9,2,29
"9200","MO3191837",1,6,1,30
"9201","MO3192143",2,12,2,29
"9202","MO3198088",4,21,3,3036
"9203","MO3210326",1,4,1,29
"9204","MO3210344",1,6,1,30
"9205","MO3210828",1,5,1,2385
"9206","MO3210835",2,8,1,30
"9207","MO3210904",2,13,1,30
"9208","MO3211085",2,10,2,30
"9209","MO3212296",2,8,1,30
"9210","MO3212312",1,4,1,1686
"9211","MO3212445",7,37,4,2520
"9212","MO3212550",1,4,1,1795
"9213","MO3212564",2,7,1,30
"9214","MO3212581",1,4,1,30
"9215","MO3218012",1,7,1,29
"9216","MO3218100",14,42,1,1283
"9217","MO3218211",1,6,1,29
"9218","MO3218236",2,9,2,2138
"9219","MO3238092",2,7,1,30
"9220","MO3240046",3,10,2,203
"9221","MO3240054",2,8,2,2339
"9222","MO3241036",1,6,1,30
"9223","MO3241430",2,9,1,30
"9224","MO3241706",1,4,1,30
"9225","MO3241749",3,12,2,2461
"9226","MO3242078",3,13,3,30
"9227","MO3242220",1,5,1,1314
"9228","MO3248217",3,8,2,646
"9229","MO3248239",1,4,1,29
"9230","MO3252169",1,4,1,29
"9231","MO3260059",2,8,1,30
"9232","MO3262156",1,5,1,2802
"9233","MO3262592",1,5,1,29
"9234","MO3281045",2,8,1,29
"9235","MO3281109",2,8,2,1467
"9236","MO3290673",1,5,1,963
"9237","MO3291407",1,5,1,1674
"9238","MO3292542",14,47,1,30
"9239","MO4010012",3,12,1,30
"9240","MO4010017",3,10,1,365
"9241","MO4010018",2,8,1,2071
"9242","MO4010022",1,4,1,30
"9243","MO4010062",1,4,1,29
"9244","MO4010067",3,12,1,30
"9245","MO4010073",1,4,1,30
"9246","MO4010079",2,8,1,2897
"9247","MO4010087",8,27,1,365
"9248","MO4010170",6,24,2,30
"9249","MO4010243",1,5,1,554
"9250","MO4010255",3,14,2,30
"9251","MO4010270",5,18,1,30
"9252","MO4010290",20,58,2,2470
"9253","MO4010370",1,4,1,30
"9254","MO4010372",2,9,2,1135
"9255","MO4010379",2,10,2,90
"9256","MO4010402",4,15,2,521
"9257","MO4010404",1,4,1,30
"9258","MO4010456",26,72,1,365
"9259","MO4010468",3,10,2,1008
"9260","MO4010496",1,4,1,29
"9261","MO4010531",2,10,1,30
"9262","MO4010543",2,9,2,1008
"9263","MO4010626",4,13,3,737
"9264","MO4010656",28,87,2,2836
"9265","MO4010689",3,13,1,30
"9266","MO4010721",1,4,1,30
"9267","MO4010743",1,4,1,30
"9268","MO4010758",3,11,2,675
"9269","MO4010777",2,8,1,30
"9270","MO4010821",1,5,1,637
"9271","MO4010853",2,12,1,30
"9272","MO4010971",4,16,2,2557
"9273","MO4011123",2,6,2,365
"9274","MO4021178",1,3,1,414
"9275","MO4021384",1,6,1,30
"9276","MO4021532",1,5,1,364
"9277","MO4024096",3,13,2,30
"9278","MO4024207",1,4,1,373
"9279","MO4024419",1,4,1,29
"9280","MO4024432",3,12,1,30
"9281","MO4024455",8,25,1,365
"9282","MO4024456",7,24,1,91
"9283","MO4024522",13,42,2,365
"9284","MO4024523",1,5,1,615
"9285","MO4024583",2,7,2,766
"9286","MO4031453",3,13,2,364
"9287","MO4031614",1,4,1,30
"9288","MO4031631",11,51,4,2605
"9289","MO4036059",5,17,1,365
"9290","MO4036069",1,4,1,209
"9291","MO4036202",1,4,1,30
"9292","MO4041636",1,4,1,1712
"9293","MO4061660",13,30,3,902
"9294","MO4069040",1,4,1,29
"9295","MO4100025",1,4,1,29
"9296","MO4170524",1,4,1,29
"9297","MO4171176",1,4,1,30
"9298","MO4171180",1,4,1,29
"9299","MO4172969",1,4,1,30
"9300","MO4173024",2,7,1,30
"9301","MO4173065",1,5,1,29
"9302","MO4173134",2,6,1,30
"9303","MO4180243",2,8,1,30
"9304","MO4181392",1,4,1,30
"9305","MO4183208",1,6,1,30
"9306","MO4190139",1,4,1,30
"9307","MO4191055",11,39,4,2904
"9308","MO4191461",6,22,2,1712
"9309","MO4202962",2,8,1,30
"9310","MO4203026",1,4,1,29
"9311","MO4210857",1,6,1,29
"9312","MO4211563",1,4,1,29
"9313","MO4212833",1,3,1,29
"9314","MO4218505",2,7,1,30
"9315","MO4242910",4,12,2,30
"9316","MO4243133",2,7,1,30
"9317","MO4243306",1,3,1,651
"9318","MO4243344",1,5,1,29
"9319","MO4250576",1,4,1,900
"9320","MO4282521",2,8,1,30
"9321","MO4282793",1,3,1,29
"9322","MO4283064",1,5,1,29
"9323","MO4283114",1,4,1,29
"9324","MO4283192",1,7,1,29
"9325","MO4283197",1,6,1,30
"9326","MO4283342",4,8,1,91
"9327","MO4292325",1,6,1,29
"9328","MO4292680",1,4,1,2493
"9329","MO4293001",2,7,1,30
"9330","MO5010032",2,8,1,30
"9331","MO5010040",2,8,2,2434
"9332","MO5010071",2,9,1,30
"9333","MO5010192",2,8,1,30
"9334","MO5010197",3,19,2,463
"9335","MO5010283",3,11,1,30
"9336","MO5010387",1,6,1,30
"9337","MO5010446",19,64,2,91
"9338","MO5010449",26,77,1,365
"9339","MO5010458",4,14,1,91
"9340","MO5010480",2,7,1,30
"9341","MO5010503",2,8,1,30
"9342","MO5010650",1,5,1,737
"9343","MO5010699",1,4,1,30
"9344","MO5010730",1,6,1,29
"9345","MO5010751",1,6,1,30
"9346","MO5010807",1,4,1,30
"9347","MO5011066",4,16,1,30
"9348","MO5024444",38,111,1,365
"9349","MO5024618",1,4,1,30
"9350","MO5030019",1,5,1,3058
"9351","MO5030209",1,4,1,521
"9352","MO5030473",12,39,5,2564
"9353","MO5030870",1,4,1,29
"9354","MO5031070",1,8,1,3078
"9355","MO5031103",2,9,2,1260
"9356","MO5031106",1,5,1,29
"9357","MO5031120",1,4,1,30
"9358","MO5031125",3,11,1,30
"9359","MO5031142",1,8,1,30
"9360","MO5031173",2,7,2,492
"9361","MO5031235",1,4,1,30
"9362","MO5031278",1,5,1,2108
"9363","MO5031340",1,6,1,2723
"9364","MO5031353",1,4,1,29
"9365","MO5031354",2,7,1,30
"9366","MO5031413",3,16,3,30
"9367","MO5031420",1,6,1,30
"9368","MO5031429",2,7,1,30
"9369","MO5031436",4,20,2,30
"9370","MO5031454",2,8,1,1369
"9371","MO5031456",4,17,3,2133
"9372","MO5031482",3,11,1,30
"9373","MO5031533",2,8,1,30
"9374","MO5031540",1,4,1,2151
"9375","MO5031544",2,10,1,30
"9376","MO5031589",2,10,2,2723
"9377","MO5031602",2,8,1,30
"9378","MO5031613",2,5,2,30
"9379","MO5031621",9,39,3,2125
"9380","MO5032924",2,11,1,30
"9381","MO5033107",2,9,1,30
"9382","MO5033116",4,19,3,2178
"9383","MO5036054",1,2,1,1249
"9384","MO5036076",1,4,1,29
"9385","MO5036090",2,10,2,2763
"9386","MO5036094",1,4,1,29
"9387","MO5036109",1,4,1,30
"9388","MO5036145",1,5,1,2899
"9389","MO5036164",1,4,1,28
"9390","MO5036180",2,10,2,2968
"9391","MO5036187",1,5,1,2042
"9392","MO5036201",4,21,2,30
"9393","MO5036205",2,10,2,30
"9394","MO5036223",1,7,1,2868
"9395","MO5036258",4,17,4,2463
"9396","MO5036300",1,6,1,30
"9397","MO5036304",1,5,1,1617
"9398","MO5036353",2,10,2,30
"9399","MO5040637",1,5,1,2436
"9400","MO5041094",5,25,4,2210
"9401","MO5041190",4,21,4,2387
"9402","MO5041599",3,15,3,30
"9403","MO5043117",7,28,2,1770
"9404","MO5048021",2,11,2,2905
"9405","MO5048032",1,5,1,2187
"9406","MO5048047",1,4,1,29
"9407","MO5048145",1,7,1,29
"9408","MO5048225",1,5,1,2285
"9409","MO5048271",2,9,2,1279
"9410","MO5048274",2,11,2,646
"9411","MO5048281",1,4,1,30
"9412","MO5048286",1,4,1,30
"9413","MO5048294",2,10,2,346
"9414","MO5048346",1,4,1,3107
"9415","MO5048394",1,4,1,30
"9416","MO5048754",1,4,1,29
"9417","MO5069033",1,4,1,29
"9418","MO5069035",1,4,1,30
"9419","MO5070683",2,7,1,30
"9420","MO5071342",1,4,1,30
"9421","MO5079504",1,6,1,2885
"9422","MO5112098",1,5,1,2457
"9423","MO5171242",1,5,1,29
"9424","MO5171596",1,5,1,29
"9425","MO5171804",3,13,1,30
"9426","MO5171805",1,4,1,2564
"9427","MO5171914",2,10,2,30
"9428","MO5172883",2,8,1,30
"9429","MO5172890",1,4,1,1686
"9430","MO5180607",3,12,1,30
"9431","MO5182965",2,7,1,30
"9432","MO5183025",1,4,1,30
"9433","MO5183286",1,6,1,29
"9434","MO5188035",1,4,1,30
"9435","MO5190867",2,8,2,2093
"9436","MO5190947",1,4,1,2539
"9437","MO5190956",1,4,1,719
"9438","MO5190983",2,7,1,30
"9439","MO5190998",2,10,2,2212
"9440","MO5191015",1,7,1,30
"9441","MO5191022",1,4,1,30
"9442","MO5191311",1,7,1,30
"9443","MO5191312",3,14,2,30
"9444","MO5191575",1,2,1,214
"9445","MO5192693",1,4,1,30
"9446","MO5193158",1,7,1,30
"9447","MO5193232",1,5,1,29
"9448","MO5202448",3,10,1,2081
"9449","MO5202810",2,8,1,2138
"9450","MO5203145",3,13,2,2341
"9451","MO5208114",2,9,1,30
"9452","MO5208303",1,4,1,1993
"9453","MO5210911",1,4,1,30
"9454","MO5211212",1,4,1,30
"9455","MO5211225",3,13,2,2363
"9456","MO5211301",1,2,1,216
"9457","MO5211348",2,9,2,2422
"9458","MO5211485",1,4,1,1846
"9459","MO5211850",2,7,2,2295
"9460","MO5211851",1,4,1,30
"9461","MO5212682",2,8,2,2124
"9462","MO5212752",4,19,2,970
"9463","MO5212762",1,4,1,2226
"9464","MO5212785",1,4,1,30
"9465","MO5212834",1,2,1,249
"9466","MO5212841",2,9,1,30
"9467","MO5212896",1,5,1,30
"9468","MO5212967",3,13,2,30
"9469","MO5213087",7,36,3,1470
"9470","MO5213119",2,8,1,30
"9471","MO5213150",1,5,1,30
"9472","MO5213157",1,3,1,2493
"9473","MO5213274",1,4,1,311
"9474","MO5213293",1,4,1,956
"9475","MO5213361",1,6,1,319
"9476","MO5218044",4,16,1,30
"9477","MO5218163",2,10,2,2167
"9478","MO5231302",1,5,1,2171
"9479","MO5238302",4,16,1,30
"9480","MO5240034",3,15,3,2548
"9481","MO5240145",3,15,1,30
"9482","MO5240236",1,4,1,29
"9483","MO5240536",1,6,1,29
"9484","MO5241141",4,20,2,30
"9485","MO5241443",1,4,1,2201
"9486","MO5241734",2,8,2,2587
"9487","MO5241754",1,7,1,30
"9488","MO5242492",1,3,1,238
"9489","MO5242623",1,4,1,1699
"9490","MO5242741",1,4,1,30
"9491","MO5242820",2,11,2,1727
"9492","MO5242916",4,21,4,2108
"9493","MO5242917",3,17,2,1455
"9494","MO5242983",1,5,1,2208
"9495","MO5243075",1,4,1,30
"9496","MO5243077",1,4,1,30
"9497","MO5243120",4,16,1,30
"9498","MO5243147",2,9,2,2449
"9499","MO5243160",2,10,2,2534
"9500","MO5250537",1,6,1,27
"9501","MO5251418",1,4,1,30
"9502","MO5251628",2,8,2,2400
"9503","MO5252337",1,4,1,27
"9504","MO5252497",1,4,1,30
"9505","MO5252629",1,4,1,29
"9506","MO5252631",2,8,1,30
"9507","MO5252773",1,4,1,30
"9508","MO5253022",1,4,1,30
"9509","MO5253086",3,12,2,2069
"9510","MO5253262",1,6,1,1531
"9511","MO5258070",6,36,4,3004
"9512","MO5258117",1,5,1,30
"9513","MO5258127",2,5,1,30
"9514","MO5258136",1,4,1,2730
"9515","MO5258147",2,8,1,30
"9516","MO5258287",1,4,1,30
"9517","MO5261623",5,21,2,2218
"9518","MO5271587",1,4,1,30
"9519","MO5272441",1,4,1,280
"9520","MO5272955",1,2,1,228
"9521","MO5272988",2,7,1,30
"9522","MO5280547",2,10,2,1883
"9523","MO5282679",2,10,2,2352
